age,job,marital,education,default,housing,loan,y
31,blue-collar,married,professional.course,no,yes,no,yes
28,technician,married,professional.course,no,no,no,yes
41,admin.,married,high.school,no,no,no,no
63,retired,married,high.school,no,yes,no,yes
49,admin.,married,high.school,no,no,no,yes
33,services,married,high.school,no,no,no,yes
50,blue-collar,married,basic.9y,no,yes,yes,no
29,admin.,single,university.degree,no,no,no,no
36,services,married,high.school,no,no,no,no
23,management,single,university.degree,no,no,no,yes
56,technician,married,high.school,no,no,no,yes
19,student,single,basic.9y,no,no,yes,yes
50,admin.,single,high.school,no,yes,no,yes
46,blue-collar,married,basic.9y,no,yes,no,no
39,technician,divorced,professional.course,no,yes,no,no
39,blue-collar,married,basic.9y,no,yes,no,yes
34,blue-collar,single,basic.9y,no,no,no,no
26,admin.,married,high.school,no,yes,no,no
41,services,divorced,high.school,no,yes,yes,no
57,technician,married,professional.course,no,yes,no,yes
48,services,married,professional.course,no,yes,no,no
65,retired,married,high.school,no,yes,yes,yes
25,blue-collar,single,professional.course,no,yes,no,yes
34,technician,single,professional.course,no,no,no,no
38,admin.,married,basic.6y,no,yes,no,no
30,technician,married,professional.course,no,yes,no,no
53,management,married,university.degree,no,yes,no,yes
43,management,married,basic.6y,no,no,no,yes
52,blue-collar,married,basic.9y,no,yes,no,no
45,blue-collar,divorced,basic.9y,no,yes,no,no
40,blue-collar,married,high.school,no,no,no,yes
40,blue-collar,divorced,professional.course,no,no,no,yes
36,blue-collar,single,high.school,no,no,no,no
44,management,married,university.degree,no,no,no,yes
30,blue-collar,married,basic.4y,no,no,no,no
45,admin.,divorced,university.degree,no,no,no,no
41,technician,married,high.school,no,no,no,yes
29,admin.,single,university.degree,no,yes,no,yes
43,blue-collar,married,professional.course,no,yes,yes,yes
50,management,married,university.degree,no,yes,no,no
55,admin.,divorced,university.degree,no,no,no,no
34,technician,married,university.degree,no,no,no,no
27,student,single,university.degree,no,yes,no,no
38,unemployed,single,high.school,no,yes,no,yes
35,housemaid,married,high.school,no,no,no,no
25,blue-collar,married,basic.9y,no,no,no,no
52,blue-collar,married,basic.4y,no,yes,no,yes
42,technician,married,professional.course,no,no,yes,no
43,entrepreneur,married,high.school,no,no,yes,no
55,services,married,high.school,no,yes,no,no
37,housemaid,single,university.degree,no,no,no,yes
36,admin.,married,high.school,no,yes,no,no
33,technician,married,basic.9y,no,yes,no,no
35,entrepreneur,divorced,university.degree,no,no,no,no
57,admin.,married,university.degree,no,yes,no,no
45,self-employed,divorced,university.degree,no,yes,no,no
36,blue-collar,married,basic.6y,no,yes,no,yes
37,admin.,divorced,basic.9y,no,no,no,yes
32,management,single,university.degree,no,yes,no,yes
52,admin.,married,professional.course,no,no,no,yes
49,admin.,divorced,high.school,no,yes,no,no
56,admin.,married,high.school,no,no,no,no
54,admin.,married,university.degree,no,yes,yes,yes
33,blue-collar,married,basic.9y,no,no,no,no
48,entrepreneur,married,university.degree,no,no,no,no
45,blue-collar,married,basic.4y,no,yes,no,yes
30,technician,divorced,university.degree,no,no,no,yes
50,technician,married,high.school,no,yes,no,yes
66,management,divorced,university.degree,no,no,no,yes
52,admin.,divorced,university.degree,no,no,no,no
37,technician,divorced,high.school,no,yes,no,no
52,blue-collar,married,basic.9y,no,yes,yes,no
50,blue-collar,married,basic.4y,no,no,no,yes
43,technician,single,high.school,no,yes,yes,yes
37,admin.,single,high.school,no,no,no,yes
37,unemployed,married,professional.course,no,no,no,no
37,admin.,single,high.school,no,yes,no,yes
47,management,married,university.degree,no,no,no,yes
32,services,married,high.school,no,yes,yes,no
33,technician,married,high.school,no,yes,no,yes
56,management,divorced,high.school,no,no,no,no
32,management,single,university.degree,no,yes,no,yes
35,admin.,married,high.school,no,yes,no,no
60,entrepreneur,married,basic.4y,no,no,yes,no
30,technician,divorced,basic.9y,no,yes,no,no
30,admin.,single,university.degree,no,yes,no,yes
30,technician,married,professional.course,no,yes,no,no
31,blue-collar,married,basic.4y,no,no,no,no
38,admin.,married,university.degree,no,yes,no,yes
38,self-employed,single,university.degree,no,no,no,no
56,retired,married,basic.6y,no,no,no,no
71,retired,married,basic.4y,no,yes,no,yes
41,admin.,married,university.degree,no,no,no,yes
31,technician,married,professional.course,no,yes,no,no
45,management,married,professional.course,no,no,no,yes
32,blue-collar,single,basic.9y,no,no,no,no
29,management,married,university.degree,no,no,no,yes
30,student,single,university.degree,no,yes,no,yes
36,housemaid,married,high.school,no,no,no,no
29,technician,single,professional.course,no,no,yes,yes
47,technician,married,basic.9y,no,no,no,no
34,services,married,high.school,no,no,no,no
39,housemaid,married,university.degree,no,yes,no,no
34,technician,divorced,basic.6y,no,yes,no,yes
48,technician,married,professional.course,no,yes,no,no
34,blue-collar,married,basic.9y,no,yes,no,no
55,technician,married,high.school,no,yes,no,yes
42,blue-collar,married,basic.4y,no,yes,no,yes
30,management,married,university.degree,no,yes,no,yes
28,admin.,single,high.school,no,no,no,yes
48,unemployed,married,basic.6y,no,no,no,yes
27,services,single,high.school,no,no,no,no
44,management,married,university.degree,no,no,no,no
33,admin.,married,basic.9y,no,no,no,no
31,admin.,single,high.school,no,yes,no,no
36,technician,married,professional.course,no,no,no,no
27,services,single,high.school,no,no,no,yes
34,entrepreneur,married,basic.4y,no,no,no,no
76,retired,divorced,basic.4y,no,no,no,yes
39,blue-collar,divorced,basic.9y,no,yes,no,no
45,management,married,basic.9y,no,no,yes,no
49,admin.,divorced,university.degree,no,no,no,no
43,blue-collar,married,basic.9y,no,no,no,no
44,technician,single,professional.course,no,yes,yes,no
32,blue-collar,married,basic.9y,no,no,no,no
42,technician,married,high.school,no,no,no,no
37,technician,married,professional.course,no,yes,no,no
42,admin.,married,professional.course,no,yes,no,yes
36,housemaid,married,basic.4y,no,yes,no,no
43,admin.,divorced,high.school,no,yes,no,no
46,admin.,married,university.degree,no,yes,no,no
26,admin.,single,high.school,no,yes,yes,no
33,admin.,married,high.school,no,yes,no,no
34,blue-collar,married,basic.9y,no,yes,no,no
35,management,married,university.degree,no,yes,yes,yes
26,admin.,married,high.school,no,yes,no,yes
54,technician,married,professional.course,no,yes,yes,no
48,entrepreneur,married,university.degree,no,no,yes,yes
52,services,single,high.school,no,no,no,no
29,admin.,married,high.school,no,yes,no,no
48,technician,married,high.school,no,yes,no,yes
65,retired,married,professional.course,no,yes,no,yes
43,admin.,single,high.school,no,no,no,yes
48,management,married,university.degree,no,yes,no,no
38,blue-collar,married,basic.6y,no,yes,no,no
49,blue-collar,married,basic.4y,no,yes,no,no
57,unemployed,married,basic.4y,no,yes,no,yes
45,unemployed,married,basic.9y,no,no,no,yes
43,technician,married,professional.course,no,yes,no,no
54,blue-collar,married,basic.9y,no,no,no,yes
43,technician,single,university.degree,no,yes,no,no
41,blue-collar,married,basic.9y,no,yes,no,no
47,admin.,married,basic.9y,no,yes,no,no
22,student,single,high.school,no,yes,no,yes
45,admin.,married,university.degree,no,yes,yes,yes
24,student,single,high.school,no,no,no,yes
56,admin.,married,university.degree,no,yes,no,yes
27,admin.,single,university.degree,no,yes,no,no
39,admin.,married,university.degree,no,no,no,yes
46,management,married,basic.9y,no,no,no,no
53,retired,married,basic.4y,no,no,no,no
31,blue-collar,married,basic.9y,no,yes,no,yes
41,admin.,divorced,high.school,no,no,no,yes
48,admin.,married,high.school,no,yes,yes,no
30,technician,single,university.degree,no,yes,no,yes
48,management,married,university.degree,no,no,yes,yes
33,self-employed,married,basic.6y,no,no,no,no
33,services,single,professional.course,no,no,no,no
31,admin.,married,professional.course,no,no,yes,yes
31,admin.,married,high.school,no,yes,no,yes
49,technician,married,professional.course,no,yes,no,no
33,self-employed,married,university.degree,no,yes,yes,no
41,entrepreneur,married,basic.4y,no,no,no,no
56,admin.,divorced,high.school,no,yes,no,no
34,technician,married,university.degree,no,no,no,yes
26,admin.,single,high.school,no,no,no,yes
72,retired,married,basic.4y,no,yes,no,yes
51,services,married,high.school,no,yes,no,no
37,student,divorced,university.degree,no,yes,no,yes
31,self-employed,married,university.degree,no,no,no,no
34,self-employed,married,illiterate,no,yes,no,yes
38,self-employed,single,university.degree,no,no,no,no
43,services,divorced,basic.9y,no,yes,no,no
37,admin.,single,high.school,no,yes,no,no
42,services,married,professional.course,no,no,no,no
48,admin.,married,university.degree,no,no,no,no
58,admin.,married,university.degree,no,no,no,yes
49,admin.,married,university.degree,no,yes,yes,no
36,blue-collar,married,high.school,no,no,no,yes
56,technician,married,basic.4y,no,yes,no,no
31,services,married,basic.9y,no,yes,no,yes
45,blue-collar,married,basic.4y,no,no,no,no
47,admin.,divorced,university.degree,no,yes,no,no
39,admin.,married,university.degree,no,no,no,yes
64,retired,married,university.degree,no,no,no,yes
50,services,divorced,professional.course,no,yes,no,no
27,blue-collar,married,basic.6y,no,no,no,no
47,blue-collar,single,basic.4y,no,yes,no,no
42,self-employed,married,basic.4y,no,no,no,yes
23,admin.,married,basic.9y,no,yes,no,yes
28,services,married,high.school,no,yes,yes,no
60,retired,married,high.school,no,no,no,yes
49,technician,married,professional.course,no,no,no,no
42,admin.,married,basic.6y,no,no,no,no
49,admin.,divorced,university.degree,no,no,no,no
58,management,married,university.degree,no,no,no,no
36,admin.,married,university.degree,no,yes,yes,no
25,student,single,high.school,no,no,no,yes
23,services,single,high.school,no,no,no,no
52,technician,divorced,university.degree,no,no,no,no
39,admin.,married,university.degree,no,no,no,no
50,housemaid,divorced,high.school,no,no,no,no
50,technician,married,professional.course,no,yes,no,yes
68,retired,divorced,high.school,no,yes,yes,yes
28,admin.,single,basic.9y,no,no,yes,yes
32,blue-collar,married,basic.9y,no,no,no,no
24,admin.,single,high.school,no,no,no,no
64,retired,divorced,basic.4y,no,yes,yes,yes
30,admin.,married,university.degree,no,no,no,yes
32,services,single,professional.course,no,yes,no,no
29,entrepreneur,married,basic.6y,no,no,no,no
81,retired,married,basic.4y,no,yes,no,yes
42,admin.,married,university.degree,no,no,no,no
37,technician,single,university.degree,no,yes,no,no
39,blue-collar,married,basic.9y,no,no,no,no
32,blue-collar,married,high.school,no,yes,no,yes
49,management,married,university.degree,no,no,no,yes
62,admin.,married,high.school,no,no,no,yes
34,technician,single,university.degree,no,yes,no,no
54,retired,married,high.school,no,yes,no,no
33,blue-collar,single,basic.9y,no,no,no,no
25,student,single,high.school,no,no,no,yes
33,admin.,single,high.school,no,no,no,no
27,services,single,professional.course,no,yes,yes,no
38,blue-collar,married,basic.9y,no,yes,yes,no
34,technician,married,professional.course,no,no,no,yes
51,technician,married,professional.course,no,yes,no,yes
43,admin.,married,university.degree,no,no,no,no
34,admin.,single,high.school,no,no,no,no
44,technician,single,university.degree,no,yes,no,yes
43,services,married,high.school,no,yes,no,no
36,blue-collar,divorced,high.school,no,no,yes,no
36,entrepreneur,married,university.degree,no,no,yes,no
64,housemaid,married,basic.4y,no,no,no,yes
54,retired,married,basic.9y,no,yes,no,no
31,admin.,married,high.school,no,no,yes,yes
32,blue-collar,married,high.school,no,no,yes,no
53,technician,single,professional.course,no,yes,no,no
34,technician,divorced,university.degree,no,yes,yes,yes
52,management,married,university.degree,no,yes,no,yes
31,management,married,university.degree,no,no,no,no
33,services,married,high.school,no,yes,no,yes
36,admin.,single,university.degree,no,yes,no,yes
33,admin.,single,high.school,no,yes,no,yes
20,student,single,high.school,no,yes,no,yes
57,services,divorced,high.school,no,no,no,no
26,technician,divorced,professional.course,no,no,yes,yes
36,admin.,married,high.school,no,no,no,no
28,self-employed,single,basic.9y,no,no,no,no
47,technician,married,professional.course,no,yes,no,no
31,blue-collar,single,basic.9y,no,no,no,yes
44,blue-collar,married,basic.4y,no,yes,no,no
42,services,married,university.degree,no,no,no,yes
30,blue-collar,married,basic.6y,no,no,yes,yes
24,student,married,university.degree,no,no,no,no
38,blue-collar,married,basic.9y,no,yes,no,yes
33,unemployed,married,basic.9y,no,yes,no,no
66,retired,married,basic.4y,no,yes,no,yes
43,admin.,married,high.school,no,yes,no,no
55,blue-collar,married,basic.4y,no,no,no,yes
38,admin.,married,high.school,no,no,no,no
29,technician,married,professional.course,no,no,no,no
32,services,married,high.school,no,yes,no,no
42,unemployed,married,basic.9y,no,yes,yes,no
34,technician,married,professional.course,no,yes,yes,yes
52,admin.,divorced,university.degree,no,no,no,yes
34,entrepreneur,single,professional.course,no,no,no,no
47,admin.,divorced,high.school,no,yes,no,yes
33,technician,married,professional.course,no,yes,no,no
36,technician,married,high.school,no,yes,no,yes
34,entrepreneur,married,university.degree,no,yes,no,yes
41,admin.,married,university.degree,no,no,no,yes
39,management,married,university.degree,no,no,no,yes
32,technician,divorced,high.school,no,yes,no,no
41,technician,married,professional.course,no,no,no,no
36,admin.,single,university.degree,no,yes,no,no
46,blue-collar,married,basic.6y,no,yes,no,yes
37,technician,married,professional.course,no,no,no,yes
43,admin.,single,university.degree,no,yes,no,yes
35,admin.,married,university.degree,no,yes,no,no
34,blue-collar,married,basic.9y,no,no,no,no
38,admin.,married,university.degree,no,no,no,yes
45,admin.,married,high.school,no,yes,no,no
30,admin.,single,university.degree,no,no,no,yes
38,management,married,university.degree,no,yes,no,yes
33,admin.,single,university.degree,no,no,no,yes
49,unemployed,married,university.degree,no,yes,yes,no
29,blue-collar,single,professional.course,no,yes,no,no
31,management,married,university.degree,no,yes,yes,yes
43,admin.,married,university.degree,no,yes,yes,no
51,entrepreneur,married,basic.9y,no,no,yes,no
41,admin.,divorced,high.school,no,yes,no,yes
51,management,married,basic.4y,no,no,no,no
24,admin.,single,high.school,no,no,no,yes
26,admin.,married,high.school,no,no,no,yes
36,blue-collar,married,basic.9y,no,no,no,no
30,admin.,married,university.degree,no,no,yes,no
33,entrepreneur,single,university.degree,no,no,no,yes
31,technician,single,university.degree,no,no,no,yes
35,technician,single,high.school,no,no,no,no
29,admin.,single,high.school,no,no,no,yes
33,admin.,single,university.degree,no,no,no,no
48,admin.,divorced,high.school,no,yes,no,no
36,management,married,university.degree,no,yes,no,no
31,unemployed,single,university.degree,no,yes,no,yes
45,admin.,married,high.school,no,no,no,no
38,technician,married,university.degree,no,yes,yes,yes
35,admin.,single,high.school,no,yes,no,no
34,admin.,single,university.degree,no,yes,no,no
